START 2:88
2:166 BGN loop 0 1161720 0 0
2:167 END loop
3:60 BGN loop 1161720 373953 3 151
3:67 END loop
3:52 BGN loop 8600919 69 124651 124651
3:72 END loop
3:92 BGN loop 69 69 1 1
3:96 END loop
3:89 BGN loop 69 69 1 1
3:92 END loop
3:87 BGN loop 66 3 22 22
3:99 END loop
2:139 BGN loop 124650 1 124650 124650
2:142 END loop
3:44 BGN loop 373953 3 124651 124651
3:47 END loop
2:118 BGN loop 3 1 3 3
2:133 END loop
3:68 BGN func 2:157
3:93 BGN func 3:48
3:78 BGN func 3:41
3:63 BGN func 2:163
2:119 BGN func 3:74
2:146 BGN func 1:98
2:133 BGN func 2:79
2:94 BGN func 1:52
1:79 END func
1:106 END func
2:85 END func
2:160 END func
2:167 END func
3:47 END func
3:72 END func
3:104 END func
370 NOM  WAR 336|GEPRESULT_g(GEPRESULT_g)
437 NOM  RAW 432|argc(S-4078)
373 NOM  WAR 349|GEPRESULT_g(GEPRESULT_g)
1147 NOM  INIT *|dist(S-4038)
1285 NOM  RAW 1223|dist(S-4026)
1155 NOM  RAW 1152|v(S-4040) RAW 1172|v(S-4040)
1170 NOM  RAW 1152|v(S-4040) RAW 1172|v(S-4040)
1260 NOM  INIT *|v(S-4036)
1160 NOM  RAW 1145|src(S-4037)
1159 NOM  RAW 1152|v(S-4040) RAW 1172|v(S-4040)
1164 NOM  RAW 1147|dist(S-4038)
1165 NOM  RAW 1152|v(S-4040) RAW 1172|v(S-4040)
1225 NOM  INIT *|goagain(S-4027)
536 NOM  INIT *|runs(S-4080)
1642 NOM  RAW 1640|.atomictmp.i(S-4000)
1338 NOM  RAW 1225|goagain(S-4027)
1622 NOM  RAW 1618|addr(S-3998)
1296 NOM  INIT *|updated(S-4032) WAR 1335|updated(S-4032)
1298 NOM  RAW 1274|beg(S-4035)
794 NOM  RAW 751|threadCount(S-4073)
1299 NOM  INIT *|i(S-4031) WAR 1302|i(S-4031)
1335 NOM  RAW 1296|updated(S-4032) RAW 1327|updated(S-4032)
1263 NOM  RAW 1260|v(S-4036) RAW 1345|v(S-4036)
1455 NOM  INIT *|__m(S-4007)
1343 NOM  RAW 1260|v(S-4036) RAW 1345|v(S-4036)
1453 NOM  INIT *|__i2(S-4008)
625 NOM  RAW 539|i(S-4082) RAW 627|i(S-4082)
1438 NOM  INIT 0|oldv(oldv) WAR 1594|oldv(oldv)
539 NOM  INIT *|i(S-4082)
1345 NOM  WAR 1343|v(S-4036)
1270 NOM  RAW 1260|v(S-4036) RAW 1345|v(S-4036)
1274 NOM  INIT *|beg(S-4035) WAR 1298|beg(S-4035)
1286 NOM  RAW 1260|v(S-4036) RAW 1345|v(S-4036)
810 NOM  WAR 808|i(S-4060)
1290 NOM  INIT *|s(S-4033) WAR 1291|s(S-4033) WAR 1315|s(S-4033)
1332 NOM  WAR 1330|i(S-4031)
1315 NOM  RAW 1290|s(S-4033)
1317 NOM  INIT *|new_dist(S-4029) WAR 1324|new_dist(S-4029)
1318 NOM  RAW 1223|dist(S-4026)
1234 NOM  RAW 1229|threadID(S-4025)
1319 NOM  RAW 1313|dst(S-4030)
106 NOM  RAW 90|GEPRESULT_agg.result(GEPRESULT_agg.result)
455 NOM  RAW 434|argv(S-4079)
1322 NOM  RAW 1317|new_dist(S-4029)
1324 NOM  RAW 1317|new_dist(S-4029)
1223 NOM  INIT *|dist(S-4026)
1227 NOM  INIT *|iter(S-4024)
1471 NOM  INIT *|__m2(S-4020)
1229 NOM  INIT *|threadID(S-4025)
1240 NOM  RAW 1231|threadCount(S-4028)
432 NOM  INIT *|argc(S-4078)
1420 NOM  INIT *|__b(S-4016)
492 NOM  INIT *|runveri(S-4088)
1422 NOM  RAW 1414|__m(S-4007)
1565 NOM  RAW 1478|.atomictmp.i.i(S-4021)
802 NOM  RAW 790|i(S-4060) RAW 810|i(S-4060)
1431 NOM  INIT *|atomic-temp.i(S-4017)
1327 NOM  WAW 1296|updated(S-4032) WAW 1327|updated(S-4032)
843 NOM  RAW 1643|goagain(goagain) RAW 788|goagain(goagain)
1149 NOM  INIT *|size(S-4039)
1406 NOM  INIT *|val(S-4006)
1430 NOM  RAW 1168|GEPRESULT_this1.i(GEPRESULT_this1.i)
1414 NOM  INIT *|__m(S-4007)
1418 NOM  RAW 1414|__m(S-4007)
1442 NOM  RAW 1406|val(S-4006)
1449 NOM  INIT *|this(S-4010)
1451 NOM  INIT *|__i1(S-4009)
825 NOM  RAW 822|i(S-4061) RAW 836|i(S-4061)
1330 NOM  RAW 1299|i(S-4031) RAW 1332|i(S-4031)
1459 NOM  RAW 1453|__i2(S-4008)
1460 NOM  RAW 1455|__m(S-4007)
1463 NOM  INIT *|this(S-4010)
1465 NOM  INIT *|__i1(S-4009)
1469 NOM  INIT *|__m1(S-4019)
1473 NOM  RAW 1463|this(S-4010)
1475 NOM  RAW 1469|__m1(S-4019)
1476 NOM  RAW 1465|__i1(S-4009)
1127 NOM  RAW 552|GEPRESULT_array(GEPRESULT_array)
1478 NOM  INIT *|.atomictmp.i.i(S-4021)
1479 NOM  RAW 1471|__m2(S-4020)
1437 NOM  RAW 1431|atomic-temp.i(S-4017)
1636 NOM  INIT *|__b(S-4001)
179 NOM  RAW 166|cnt(S-4095)
512 NOM  INIT *|countInt(S-4086)
1638 NOM  RAW 1630|__m(S-4002)
659 NOM  RAW 534|distance(S-4084)
1640 NOM  INIT *|.atomictmp.i(S-4000)
1618 NOM  INIT *|addr(S-3998)
1457 NOM  RAW 1449|this(S-4010)
1625 NOM  RAW 1620|val(S-3999)
1626 NOM  INIT *|this(S-4004)
1630 NOM  INIT *|__m(S-4002)
776 NOM  RAW 747|g(S-4069)
1458 NOM  RAW 1451|__i1(S-4009)
1632 NOM  RAW 1626|this(S-4004)
376 NOM  WAR 362|GEPRESULT_g(GEPRESULT_g)
362 NOM  RAW 100|GEPRESULT_g(GEPRESULT_g)
1441 NOM  RAW 1438|oldv(oldv)
663 NOM  RAW 1168|GEPRESULT_distance(GEPRESULT_distance)
534 NOM  INIT *|distance(S-4084)
158 NOM  RAW 100|GEPRESULT_agg.result(GEPRESULT_agg.result)
1168 NOM  INIT 0|GEPRESULT_dist(GEPRESULT_dist) WAR 1430|GEPRESULT_dist(GEPRESULT_dist)
336 NOM  RAW 80|GEPRESULT_g(GEPRESULT_g)
649 NOM  RAW 646|v(S-4085) RAW 672|v(S-4085)
100 NOM  INIT 0|GEPRESULT_agg.result(GEPRESULT_agg.result)
1291 NOM  RAW 1290|s(S-4033)
90 NOM  INIT 0|GEPRESULT_agg.result(GEPRESULT_agg.result)
344 NOM  RAW 90|GEPRESULT_g(GEPRESULT_g)
2:147 END program
