START 2:88
2:166 BGN loop 0 1161720 0 0
2:167 END loop
3:59 BGN loop 1161720 373953 3 151
3:66 END loop
3:51 BGN loop 8600919 69 124651 124651
3:71 END loop
3:91 BGN loop 69 69 1 1
3:95 END loop
3:86 BGN loop 66 3 22 22
3:98 END loop
2:139 BGN loop 124650 1 124650 124650
2:142 END loop
3:44 BGN loop 373953 3 124651 124651
3:47 END loop
3:88 BGN loop 69 69 1 1
3:91 END loop
2:118 BGN loop 3 1 3 3
2:133 END loop
3:67 BGN func 2:157
3:62 BGN func 2:163
3:92 BGN func 3:48
2:119 BGN func 3:73
2:146 BGN func 1:98
2:133 BGN func 2:79
3:77 BGN func 3:41
2:94 BGN func 1:52
1:79 END func
1:106 END func
2:85 END func
2:160 END func
2:167 END func
3:47 END func
3:71 END func
3:103 END func
370 NOM  WAR 336|GEPRESULT_g(GEPRESULT_g)
167 NOM  RAW 166|cnt(S-4095)
1294 NOM  RAW 1220|dist(S-4028)
677 NOM  RAW 644|maxnode(S-4074) RAW 667|maxnode(S-4074)
371 NOM  RAW 327|g(S-4090)
1246 NOM  RAW 1236|v(S-4024) RAW 1322|v(S-4024)
1432 NOM  INIT *|__m(S-4008)
1440 NOM  INIT *|this(S-4011)
440 NOM  RAW 432|argc(S-4078)
471 NOM  RAW 470|source(S-4089)
355 NOM  RAW 327|g(S-4090)
520 NOM  RAW 503|threadCount(S-4087) RAW 517|threadCount(S-4087)
1172 NOM  WAR 1170|v(S-4040)
147 NOM  WAR 128|cnt(S-4095)
45 NOM  WAR 33|cnt(S-4095)
1094 NOM  INIT *|median(S-4041)
1149 NOM  INIT *|size(S-4039)
334 NOM  RAW 327|g(S-4090)
633 NOM  INIT *|med(S-4083)
329 NOM  RAW 327|g(S-4090)
33 NOM  RAW 32|cnt(S-4095)
879 NOM  RAW 756|saved_stack(S-4068)
46 NOM  RAW 45|cnt(S-4095)
19 NOM  RAW 18|f(S-4094)
1145 NOM  INIT *|src(S-4037)
516 NOM  RAW 512|countInt(S-4086)
148 NOM  RAW 147|cnt(S-4095)
1407 NOM  RAW 1168|GEPRESULT_this1.i(GEPRESULT_this1.i)
163 NOM  RAW 18|f(S-4094)
825 NOM  RAW 822|i(S-4061) RAW 836|i(S-4061)
431 NOM  INIT *|retval(S-4077)
841 NOM  WAR 839|iter(S-4062)
1391 NOM  INIT *|__m(S-4008)
124 NOM  RAW 18|f(S-4094)
42 NOM  RAW 18|f(S-4094)
1448 NOM  INIT *|__m2(S-4021)
32 NOM  INIT *|cnt(S-4095)
1314 NOM  RAW 1222|goagain(S-4029)
775 NOM  RAW 749|dist(S-4070)
627 NOM  WAR 625|i(S-4082)
517 NOM  WAW 503|threadCount(S-4087)
1152 NOM  INIT *|v(S-4040)
776 NOM  RAW 747|g(S-4069)
1605 NOM  INIT *|__i(S-4004)
542 NOM  RAW 539|i(S-4082) RAW 627|i(S-4082)
128 NOM  RAW 127|cnt(S-4095)
1602 NOM  RAW 1597|val(S-4000)
16 NOM  RAW 11|fname(S-4096)
360 NOM  RAW 327|g(S-4090)
1254 NOM  RAW 1236|v(S-4024) RAW 1322|v(S-4024)
797 NOM  RAW 747|g(S-4069)
127 NOM  WAR 46|cnt(S-4095)
1308 NOM  WAR 1306|i(S-4033)
342 NOM  RAW 327|g(S-4090)
466 NOM  RAW 434|argv(S-4079)
18 NOM  INIT *|f(S-4094)
658 NOM  RAW 1168|GEPRESULT_distance(GEPRESULT_distance)
800 NOM  INIT 0|GEPRESULT_ref.tmp1(GEPRESULT_ref.tmp1) WAW 800|GEPRESULT_ref.tmp1(GEPRESULT_ref.tmp1)
749 NOM  INIT *|dist(S-4070)
488 NOM  RAW 434|argv(S-4079)
470 NOM  INIT *|source(S-4089)
503 NOM  INIT *|threadCount(S-4087)
549 NOM  RAW 539|i(S-4082) RAW 627|i(S-4082)
179 NOM  RAW 166|cnt(S-4095)
512 NOM  INIT *|countInt(S-4086)
1259 NOM  INIT *|end(S-4036) WAR 1279|end(S-4036)
513 NOM  RAW 512|countInt(S-4086)
327 NOM  INIT *|g(S-4090)
881 NOM  RAW 870|retval(S-4072)
118 NOM  RAW 80|GEPRESULT_agg.result(GEPRESULT_agg.result)
646 NOM  INIT *|v(S-4085)
485 NOM  RAW 470|source(S-4089)
539 NOM  INIT *|i(S-4082)
552 NOM  INIT 0|GEPRESULT_runtimes(GEPRESULT_runtimes)
866 NOM  INIT *|runtime(S-4059)
634 NOM  RAW 633|med(S-4083)
640 NOM  RAW 633|med(S-4083)
794 NOM  RAW 751|threadCount(S-4073)
834 NOM  RAW 822|i(S-4061) RAW 836|i(S-4061)
680 NOM  RAW 1168|GEPRESULT_distance(GEPRESULT_distance)
1452 NOM  RAW 1446|__m1(S-4020)
666 NOM  RAW 646|v(S-4085) RAW 672|v(S-4085)
788 NOM  INIT 0|goagain(goagain) WAR 843|goagain(goagain)
793 NOM  RAW 790|i(S-4060) RAW 810|i(S-4060)
1261 NOM  RAW 1220|dist(S-4028)
373 NOM  WAR 349|GEPRESULT_g(GEPRESULT_g)
1147 NOM  INIT *|dist(S-4038)
1239 NOM  RAW 1236|v(S-4024) RAW 1322|v(S-4024)
1285 NOM  RAW 1275|i(S-4033) RAW 1308|i(S-4033)
1155 NOM  RAW 1152|v(S-4040) RAW 1172|v(S-4040)
1170 NOM  RAW 1152|v(S-4040) RAW 1172|v(S-4040)
1275 NOM  INIT *|i(S-4033) WAR 1278|i(S-4033)
829 NOM  RAW 822|i(S-4061) RAW 836|i(S-4061)
1311 NOM  RAW 1272|updated(S-4034) RAW 1303|updated(S-4034)
1160 NOM  RAW 1145|src(S-4037)
1159 NOM  RAW 1152|v(S-4040) RAW 1172|v(S-4040)
1164 NOM  RAW 1147|dist(S-4038)
349 NOM  RAW 90|GEPRESULT_g(GEPRESULT_g)
1613 NOM  INIT *|__b(S-4002)
1165 NOM  RAW 1152|v(S-4040) RAW 1172|v(S-4040)
1408 NOM  INIT *|atomic-temp.i(S-4018)
1274 NOM  RAW 1250|beg(S-4023)
1289 NOM  INIT *|dst(S-4032) WAR 1295|dst(S-4032)
1603 NOM  INIT *|this(S-4005)
649 NOM  RAW 646|v(S-4085) RAW 672|v(S-4085)
100 NOM  INIT 0|GEPRESULT_agg.result(GEPRESULT_agg.result)
1295 NOM  RAW 1289|dst(S-4032)
1298 NOM  RAW 1293|new_dist(S-4031)
1300 NOM  RAW 1293|new_dist(S-4031)
1278 NOM  RAW 1275|i(S-4033) RAW 1308|i(S-4033)
1220 NOM  INIT *|dist(S-4028)
362 NOM  RAW 100|GEPRESULT_g(GEPRESULT_g)
756 NOM  INIT *|saved_stack(S-4068)
1222 NOM  INIT *|goagain(S-4029)
1615 NOM  RAW 1607|__m(S-4003)
1226 NOM  INIT *|threadID(S-4027)
1228 NOM  INIT *|threadCount(S-4030)
1233 NOM  INIT *|top(S-4025)
493 NOM  RAW 492|runveri(S-4088)
1620 NOM  WAW 1620|GEPRESULT_this1.i(GEPRESULT_this1.i) WAW 788|GEPRESULT_this1.i(GEPRESULT_this1.i)
1235 NOM  RAW 1226|threadID(S-4027)
1236 NOM  INIT *|v(S-4024)
1240 NOM  RAW 1233|top(S-4025)
1319 NOM  RAW 1228|threadCount(S-4030)
1571 NOM  RAW 1415|oldv(oldv)
106 NOM  RAW 90|GEPRESULT_agg.result(GEPRESULT_agg.result)
110 NOM  RAW 100|GEPRESULT_agg.result(GEPRESULT_agg.result)
790 NOM  INIT *|i(S-4060) WAR 793|i(S-4060)
1320 NOM  RAW 1236|v(S-4024) RAW 1322|v(S-4024)
455 NOM  RAW 434|argv(S-4079)
1322 NOM  WAR 1320|v(S-4024)
1435 NOM  RAW 1428|__i1(S-4010)
1250 NOM  INIT *|beg(S-4023) WAR 1274|beg(S-4023)
102 NOM  RAW 80|GEPRESULT_agg.result(GEPRESULT_agg.result)
437 NOM  RAW 432|argc(S-4078)
1262 NOM  RAW 1236|v(S-4024) RAW 1322|v(S-4024)
1267 NOM  RAW 1266|s(S-4035)
1268 NOM  RAW 1224|iter(S-4026)
189 NOM  RAW 18|f(S-4094)
1436 NOM  RAW 1430|__i2(S-4009)
1542 NOM  RAW 1455|.atomictmp.i.i(S-4022)
1561 NOM  INIT *|cmpxchg.bool.i.i(S-4012)
1397 NOM  INIT *|__b(S-4017)
1444 NOM  INIT *|__i2(S-4009)
670 NOM  RAW 646|v(S-4085) RAW 672|v(S-4085)
1399 NOM  RAW 1391|__m(S-4008)
1383 NOM  INIT *|val(S-4007)
1386 NOM  RAW 1381|addr(S-4006)
1389 NOM  INIT *|this(S-4011)
1393 NOM  RAW 1389|this(S-4011)
1395 NOM  RAW 1391|__m(S-4008)
1419 NOM  RAW 1383|val(S-4007)
492 NOM  INIT *|runveri(S-4088)
1422 NOM  RAW 1381|addr(S-4006)
1425 NOM  RAW 1383|val(S-4007)
1428 NOM  INIT *|__i1(S-4010)
1434 NOM  RAW 1426|this(S-4011)
1437 NOM  RAW 1432|__m(S-4008)
29 NOM  RAW 18|f(S-4094)
451 NOM  RAW 434|argv(S-4079)
1619 NOM  RAW 1617|.atomictmp.i(S-4001)
625 NOM  RAW 539|i(S-4082) RAW 627|i(S-4082)
1438 NOM  RAW 1432|__m(S-4008)
1453 NOM  RAW 1442|__i1(S-4010)
1442 NOM  INIT *|__i1(S-4010)
1454 NOM  RAW 1444|__i2(S-4009)
1446 NOM  INIT *|__m1(S-4020)
660 NOM  RAW 646|v(S-4085) RAW 672|v(S-4085)
11 NOM  INIT *|fname(S-4096)
1450 NOM  RAW 1440|this(S-4011)
1455 NOM  INIT *|.atomictmp.i.i(S-4022)
1224 NOM  INIT *|iter(S-4026)
1563 NOM  RAW 1561|cmpxchg.bool.i.i(S-4012)
1430 NOM  INIT *|__i2(S-4009)
1414 NOM  RAW 1408|atomic-temp.i(S-4018)
1089 NOM  INIT *|array(S-4042)
1616 NOM  RAW 1605|__i(S-4004)
1617 NOM  INIT *|.atomictmp.i(S-4001)
1291 NOM  RAW 1266|s(S-4035)
90 NOM  INIT 0|GEPRESULT_agg.result(GEPRESULT_agg.result)
839 NOM  RAW 785|iter(S-4062) RAW 841|iter(S-4062)
1597 NOM  INIT *|val(S-4000)
1609 NOM  RAW 1603|this(S-4005)
1611 NOM  RAW 1607|__m(S-4003)
843 NOM  RAW 1620|goagain(goagain) RAW 788|goagain(goagain)
1418 NOM  RAW 1415|oldv(oldv)
1415 NOM  INIT 0|oldv(oldv) WAR 1571|oldv(oldv)
534 NOM  INIT *|distance(S-4084)
158 NOM  RAW 100|GEPRESULT_agg.result(GEPRESULT_agg.result)
663 NOM  RAW 1168|GEPRESULT_distance(GEPRESULT_distance)
1127 NOM  RAW 552|GEPRESULT_array(GEPRESULT_array)
344 NOM  RAW 90|GEPRESULT_g(GEPRESULT_g)
376 NOM  WAR 362|GEPRESULT_g(GEPRESULT_g)
1168 NOM  INIT 0|GEPRESULT_dist(GEPRESULT_dist) WAR 1407|GEPRESULT_dist(GEPRESULT_dist)
336 NOM  RAW 80|GEPRESULT_g(GEPRESULT_g)
1303 NOM  WAW 1272|updated(S-4034) WAW 1303|updated(S-4034)
331 NOM  RAW 80|GEPRESULT_g(GEPRESULT_g)
2:147 END program
